,ADM0_NAME,ADM1_NAME,band_1,band_5,band_11
0,Mozambique,Cabo Delgado,742649,742649,659537
1,Mozambique,Gaza,1743165,1743165,1622970
2,Mozambique,Inhambane,0,0,0
3,Mozambique,Lago Niassa,0,0,0
4,Mozambique,Manica,0,0,0
5,Mozambique,Maputo,0,0,0
6,Mozambique,Nampula,0,0,0
7,Mozambique,Niassa,725856,725856,647346
8,Mozambique,Sofala,0,0,0
9,Mozambique,Tete,0,0,0
10,Mozambique,Zambezia,0,0,0
