,ADM0_NAME,ADM1_NAME,ADM2_NAME,band_1,band_5,band_11
62,Mozambique,Maputo,Manhiça,0,0,0
63,Mozambique,Maputo,Marracuene,0,0,0
64,Mozambique,Maputo,Matutuine,0,0,0
65,Mozambique,Maputo,Moamba,0,0,0
66,Mozambique,Maputo,Namaacha,0,0,0
67,Mozambique,Nampula,Angoche,0,0,0
68,Mozambique,Nampula,Cidade de Nampula,0,0,0
69,Mozambique,Nampula,Erati,0,0,0
70,Mozambique,Nampula,Ilha de Moçambique,0,0,0
71,Mozambique,Nampula,Lalaua,0,0,0
72,Mozambique,Nampula,Larde,0,0,0
73,Mozambique,Nampula,Lúpo,0,0,0
74,Mozambique,Nampula,Malema,0,0,0
75,Mozambique,Nampula,Meconta,0,0,0
76,Mozambique,Nampula,Mecuburi,0,0,0
77,Mozambique,Nampula,Memba,0,0,0
78,Mozambique,Nampula,Mogincual,0,0,0
79,Mozambique,Nampula,Mogovolas,0,0,0
80,Mozambique,Nampula,Moma,0,0,0
81,Mozambique,Nampula,Monapo,0,0,0
82,Mozambique,Nampula,Mossuril,0,0,0
83,Mozambique,Nampula,Muecate,0,0,0
84,Mozambique,Nampula,Murrupula,0,0,0
85,Mozambique,Nampula,Nacala,0,0,0
86,Mozambique,Nampula,Nacala-a-Velha,0,0,0
87,Mozambique,Nampula,Nacaroa,0,0,0
88,Mozambique,Nampula,Nampula,0,0,0
89,Mozambique,Nampula,Rapale,0,0,0
90,Mozambique,Nampula,Ribaue,0,0,0
91,Mozambique,Niassa,Chimbonila,0,0,0
92,Mozambique,Niassa,Cidade de Lichinga,0,0,0
93,Mozambique,Niassa,Cuamba,0,0,0
94,Mozambique,Niassa,Lago,0,0,0
95,Mozambique,Niassa,Majune,0,0,0
96,Mozambique,Niassa,Mandimba,0,0,0
97,Mozambique,Niassa,Marrupa,0,0,0
98,Mozambique,Niassa,Maua,66235,66235,57029
99,Mozambique,Niassa,Mavago,57881,57881,57881
100,Mozambique,Niassa,Mecanhelas,0,0,0
101,Mozambique,Niassa,Mecula,24891,24891,24891
102,Mozambique,Niassa,Metarica,205098,205098,186685
103,Mozambique,Niassa,Muembe,170915,170915,147899
104,Mozambique,Niassa,Ngauma,9462,9462,0
105,Mozambique,Niassa,Nipepe,0,0,0
106,Mozambique,Niassa,Sanga,191374,191374,172961
107,Mozambique,Sofala,Buzi,0,0,0
108,Mozambique,Sofala,Caia,0,0,0
109,Mozambique,Sofala,Chemba,0,0,0
110,Mozambique,Sofala,Cheringoma,0,0,0
111,Mozambique,Sofala,Chibabava,0,0,0
112,Mozambique,Sofala,Cidade da Beira,0,0,0
113,Mozambique,Sofala,Dondo,0,0,0
114,Mozambique,Sofala,Gorongosa,0,0,0
115,Mozambique,Sofala,Machanga,0,0,0
116,Mozambique,Sofala,Maringue,0,0,0
117,Mozambique,Sofala,Marromeu,0,0,0
118,Mozambique,Sofala,Muanza,0,0,0
119,Mozambique,Sofala,Nhamatanda,0,0,0
120,Mozambique,Tete,Angonia,0,0,0
121,Mozambique,Tete,Cahora Bassa,0,0,0
122,Mozambique,Tete,Changara,0,0,0
123,Mozambique,Tete,Chifunde,0,0,0
124,Mozambique,Tete,Chiuta,0,0,0
125,Mozambique,Tete,Cidade de Tete,0,0,0
126,Mozambique,Tete,Doa,0,0,0
127,Mozambique,Tete,Macanga,0,0,0
128,Mozambique,Tete,Magoe,0,0,0
129,Mozambique,Tete,Marara,0,0,0
130,Mozambique,Tete,Maravia,0,0,0
131,Mozambique,Tete,Moatize,0,0,0
132,Mozambique,Tete,Mutarara,0,0,0
133,Mozambique,Tete,Tsangano,0,0,0
134,Mozambique,Tete,Zumbu,0,0,0
135,Mozambique,Zambezia,Alto Molocue,0,0,0
136,Mozambique,Zambezia,Chinde,0,0,0
137,Mozambique,Zambezia,Cidade de Quelimane,0,0,0
138,Mozambique,Zambezia,Derre,0,0,0
139,Mozambique,Zambezia,Gile,0,0,0
140,Mozambique,Zambezia,Gurue,0,0,0
141,Mozambique,Zambezia,Ile,0,0,0
142,Mozambique,Zambezia,Inhassunge,0,0,0
143,Mozambique,Zambezia,Luabo,0,0,0
144,Mozambique,Zambezia,Lugela,0,0,0
145,Mozambique,Zambezia,Maganja da Costa,0,0,0
146,Mozambique,Zambezia,Maquival,0,0,0
147,Mozambique,Zambezia,Milange,0,0,0
148,Mozambique,Zambezia,Mocuba,0,0,0
149,Mozambique,Zambezia,Mocubela,0,0,0
150,Mozambique,Zambezia,Molumbo,0,0,0
151,Mozambique,Zambezia,Mopeia,0,0,0
152,Mozambique,Zambezia,Morrumbala,0,0,0
153,Mozambique,Zambezia,Mulevala,0,0,0
154,Mozambique,Zambezia,Namacurra,0,0,0
155,Mozambique,Zambezia,Namarroi,0,0,0
156,Mozambique,Zambezia,Nicoadala,0,0,0
157,Mozambique,Zambezia,Pebane,0,0,0
