,admin_code,band_1,band_5,band_11
0,19307,0,0,0
1,19308,0,0,0
2,19309,0,0,0
3,19310,0,0,0
4,19311,0,0,0
5,19312,0,0,0
6,19313,0,0,0
7,19314,0,0,0
8,19315,0,0,0
9,19316,0,0,0
10,19317,0,0,0
11,19318,0,0,0
12,19320,0,0,0
13,19321,0,0,0
14,19322,0,0,0
15,19323,0,0,0
16,19325,0,0,0
17,19328,0,0,0
18,19329,0,0,0
19,19330,0,0,0
20,42173,0,0,0
21,42174,0,0,0
22,42175,0,0,0
23,42176,0,0,0
24,42177,0,0,0
25,65269,0,0,0
26,65270,0,0,0
27,65271,0,0,0
