,ADM0_NAME,ADM1_NAME,band_1,band_5,band_11
0,Côte d'Ivoire,Bas-Sassandra,0,0,0
1,Côte d'Ivoire,Comoé,0,0,0
2,Côte d'Ivoire,Denguele,0,0,0
3,Côte d'Ivoire,District Autonome de Yamoussoukro,0,0,0
4,Côte d'Ivoire,Gôh-Djiboua,0,0,0
5,Côte d'Ivoire,Lacs,0,0,0
6,Côte d'Ivoire,Lagunes,0,0,0
7,Côte d'Ivoire,Montagnes,0,0,0
8,Côte d'Ivoire,Sassandra-Marahoué,0,0,0
9,Côte d'Ivoire,Savanes,0,0,0
10,Côte d'Ivoire,Valleé du Bandama,0,0,0
11,Côte d'Ivoire,Woroba,0,0,0
12,Côte d'Ivoire,Zanzan,0,0,0
