,admin_code,band_1,band_5,band_11
0,371794,0,0,0
1,371795,0,0,0
2,371796,0,0,0
3,371797,0,0,0
4,371798,0,0,0
5,371799,0,0,0
6,371801,0,0,0
7,371802,0,0,0
8,371803,0,0,0
9,371805,0,0,0
10,371806,0,0,0
11,371808,0,0,0
12,371809,0,0,0
13,371810,0,0,0
14,371811,0,0,0
15,371812,0,0,0
16,371813,0,0,0
17,371814,0,0,0
18,371815,0,0,0
19,371816,0,0,0
20,371817,0,0,0
21,371818,0,0,0
22,371819,0,0,0
23,371821,0,0,0
24,371822,0,0,0
25,371823,0,0,0
26,371824,0,0,0
27,371825,0,0,0
